Gene	logFC	P.Value	nes	pval	Eigen_centrality	Eigen_directed_centrality	Eigen_reverse_centrality	Page_rank	page_rank_directed	Page_rank_reverse	TF
TMEM121	0.00201008403360436	0.955641465734274	0	1	0	0	0	0	0	0	FALSE
TMEM121B	-0.262558823529418	0.000636632129923596	0	1	0	0	0	0	0	0	FALSE
TMEM123	-0.00712991661082896	0.9111658399451	0	1	0	0	0	0	0	0	FALSE
TMEM125	0.0162966386554517	0.583597623171419	0	1	0	0	0	0	0	0	FALSE
TMEM126A	-0.0668882352941331	0.38886339079259	0	1	0	0	0	0	0	0	FALSE
TMEM126B	-0.0744517920772259	0.0650716964481129	0	1	0	0	0	0	0	0	FALSE
TMEM126B	-0.0233638655462336	0.745297563669178	0	1	0	0	0	0	0	0	FALSE
TMEM127	-0.0821042016806786	0.118031088285182	0	1	0	0	0	0	0	0	FALSE
TMEM127	-0.0460907563025277	0.413955539776016	0	1	0	0	0	0	0	0	FALSE
TMEM127	0.00646470588233328	0.860499471185548	0	1	0	0	0	0	0	0	FALSE
TMEM128	-0.00952857142857866	0.871587217196014	0	1	0	0	0	0	0	0	FALSE
TMEM129	-0.013624369747907	0.740280910222467	0	1	0	0	0	0	0	0	FALSE
TMEM129	-0.00577394957984545	0.873306280919097	0	1	0	0	0	0	0	0	FALSE
TMEM130	0.0130344537815024	0.525251180629411	0	1	0	0	0	0	0	0	FALSE
TMEM131	0.099605042016794	0.0110214685571204	0	1	0	0	0	0	0	0	FALSE
TMEM131	0.0281247046229343	0.585947518624769	0	1	0	0	0	0	0	0	FALSE
TMEM131L	0.0212768820036224	0.733543434131981	0	1	0	0	0	0	0	0	FALSE
TMEM132A	0.098161344537802	0.00295722089355492	0	1	0	0	0	0	0	0	FALSE
TMEM132A	0.0292638655462021	0.321813385718522	0	1	0	0	0	0	0	0	FALSE
TMEM132A	0.0622294117646991	0.060458389157145	0	1	0	0	0	0	0	0	FALSE
TMEM132A	0.0680831932773014	0.108493858516513	0	1	0	0	0	0	0	0	FALSE
TMEM132B	0.040796638655455	0.137808685006161	0	1	0	0	0	0	0	0	FALSE
TMEM132B	0.00819986149037266	0.696140447730573	0	1	0	0	0	0	0	0	FALSE
TMEM132B	0.0065504201680584	0.746681899237589	0	1	0	0	0	0	0	0	FALSE
TMEM132C	0.0131521008403279	0.540424432251445	0	1	0	0	0	0	0	0	FALSE
TMEM132D	-0.0193084033613502	0.507046628410707	0	1	0	0	0	0	0	0	FALSE
TMEM132D-AS1	-0.0318189899309589	0.109151340531151	0	1	0	0	0	0	0	0	FALSE
TMEM132D-AS1	0.0173723146771785	0.604442869376488	0	1	0	0	0	0	0	0	FALSE
TMEM132D-AS2	0.0313973693999605	0.27986284396605	0	1	0	0	0	0	0	0	FALSE
TMEM132E	0.0475222441176415	0.371090468590839	0	1	0	0	0	0	0	0	FALSE
TMEM134	0.0418502728658021	0.0423213087469567	0	1	0	0	0	0	0	0	FALSE
TMEM134	0.118007563025209	0.0697530363013765	0	1	0	0	0	0	0	0	FALSE
TMEM134	0.0596865546218357	0.17483621711664	0	1	0	0	0	0	0	0	FALSE
TMEM135	0.0585344537814976	0.496471774757216	0	1	0	0	0	0	0	0	FALSE
TMEM135	0.00939962822501705	0.60562793570085	0	1	0	0	0	0	0	0	FALSE
TMEM138	0.0267394957983154	0.557859273180241	0	1	0	0	0	0	0	0	FALSE
TMEM139	0.0136705882352777	0.530392294648851	0	1	0	0	0	0	0	0	FALSE
TMEM139	-0.0114705882352997	0.579634227098654	0	1	0	0	0	0	0	0	FALSE
TMEM140	0.0168579831932636	0.763666221795108	0	1	0	0	0	0	0	0	FALSE
TMEM141	0.0273857142856961	0.36067450491007	0	1	0	0	0	0	0	0	FALSE
TMEM143	-0.0302344537815298	0.414715001385052	0	1	0	0	0	0	0	0	FALSE
TMEM143	0.0102957983193175	0.656702111731021	0	1	0	0	0	0	0	0	FALSE
TMEM144	-0.0489134037136933	0.0441180299167482	0	1	0	0	0	0	0	0	FALSE
TMEM144	0.0153757347058727	0.468952469079184	0	1	0	0	0	0	0	0	FALSE
TMEM144	0.0355050420167959	0.647121872505803	0	1	0	0	0	0	0	0	FALSE
TMEM144	0.0171983193277248	0.675438788354352	0	1	0	0	0	0	0	0	FALSE
TMEM145	0.0271557558856488	0.374791387445547	0	1	0	0	0	0	0	0	FALSE
TMEM147	0.0516865471242642	0.301882176704251	0	1	0	0	0	0	0	0	FALSE
TMEM147-AS1	-0.0289343087214293	0.457210136684763	0	1	0	0	0	0	0	0	FALSE
TMEM147-AS1	-0.0210714285714513	0.705792748889245	0	1	0	0	0	0	0	0	FALSE
TMEM14A	0.0733756302520874	0.500643478212267	0	1	0	0	0	0	0	0	FALSE
TMEM14B	-0.0389470588235472	0.634373698946481	0	1	0	0	0	0	0	0	FALSE
TMEM14B	0.000772268907544671	0.990156067425909	0	1	0	0	0	0	0	0	FALSE
TMEM14C	0.00140924369746465	0.988084919571399	0	1	0	0	0	0	0	0	FALSE
TMEM150A	0.0152907563025124	0.634231742799193	0	1	0	0	0	0	0	0	FALSE
TMEM150B	0.0244916351815947	0.566221908559948	0	1	0	0	0	0	0	0	FALSE
TMEM150C	0.0657663865546194	0.107052016537958	0	1	0	0	0	0	0	0	FALSE
TMEM150C	0.0787436974789921	0.192687551023391	0	1	0	0	0	0	0	0	FALSE
TMEM151A	0.00882352941175046	0.864963527011277	0	1	0	0	0	0	0	0	FALSE
TMEM151B	0.0440409058371287	0.116634860561867	0	1	0	0	0	0	0	0	FALSE
TMEM151B	-0.00823427209262739	0.748585455966134	0	1	0	0	0	0	0	0	FALSE
TMEM151B	0.147670150530848	0.0267352938115872	0	1	0	0	0	0	0	0	FALSE
TMEM151B	0.159486366317154	0.0677502032750491	0	1	0	0	0	0	0	0	FALSE
TMEM154	0.0374932773109142	0.709643525739086	0	1	0	0	0	0	0	0	FALSE
TMEM155	0.00269411764704586	0.885213258373294	0	1	0	0	0	0	0	0	FALSE
TMEM156	0.0540156990756211	0.399670553112166	0	1	0	0	0	0	0	0	FALSE
TMEM156	-0.0333008403361506	0.587749207846382	0	1	0	0	0	0	0	0	FALSE
TMEM158	-0.0120051507005021	0.932057773694569	0	1	0	0	0	0	0	0	FALSE
TMEM159	0.0597331237496945	0.221164450689927	0	1	0	0	0	0	0	0	FALSE
TMEM160	0.114029411764703	0.0367306387612151	0	1	4.71527065500193e-17	0	0	0.000348472528750374	0.000848325763860603	0	FALSE
TMEM161A	0.0310563025209802	0.368015786797574	0	1	0	0	0	0	0	0	FALSE
TMEM161A	0.0203547693277244	0.4850679280815	0	1	0	0	0	0	0	0	FALSE
TMEM161B	-0.0458655462184998	0.180679832734151	0	1	0	0	0	0	0	0	FALSE
TMEM161B	0.0702857142856983	0.218725467370168	0	1	0	0	0	0	0	0	FALSE
TMEM161B	-0.0260941176470659	0.654495361661827	0	1	0	0	0	0	0	0	FALSE
TMEM161B	-0.00175811226891476	0.959739565441944	0	1	0	0	0	0	0	0	FALSE
TMEM161B-AS1	-0.0465780363025257	0.154973591969418	0	1	0	0	0	0	0	0	FALSE
TMEM161B-AS1	-0.0421291215966457	0.248297493402501	0	1	0	0	0	0	0	0	FALSE
TMEM161B-AS1	0.0192823529411594	0.471570659840378	0	1	0	0	0	0	0	0	FALSE
TMEM161B-AS1	0.0175394957983173	0.611397407550016	0	1	0	0	0	0	0	0	FALSE
TMEM163	-0.0252151260504325	0.778443793332293	0	1	0	0	0	0	0	0	FALSE
TMEM163	-0.00115208140912326	0.981093562097375	0	1	0	0	0	0	0	0	FALSE
TMEM165	0.0358865546218432	0.24099639365893	0	1	0	0	0	0	0	0	FALSE
TMEM165	-0.0052050420168257	0.929552781365577	0	1	0	0	0	0	0	0	FALSE
TMEM165	-0.0203613445378288	0.375460370918036	0	1	0	0	0	0	0	0	FALSE
TMEM165	0.00729411764705024	0.81857244754795	0	1	0	0	0	0	0	0	FALSE
TMEM165	-0.0121226890756407	0.836602992417692	0	1	0	0	0	0	0	0	FALSE
TMEM165	-0.00369159663866458	0.892603583086005	0	1	0	0	0	0	0	0	FALSE
TMEM167A	-0.0669722689075876	0.374719782432714	0	1	0	0	0	0	0	0	FALSE
TMEM167A	-0.063532773109257	0.589244481793187	0	1	0	0	0	0	0	0	FALSE
TMEM167B	-0.0119042016806823	0.806779717350382	0	1	0	0	0	0	0	0	FALSE
TMEM168	0.0329134453781421	0.637093457106918	0	1	0	0	0	0	0	0	FALSE
TMEM168	-0.00680084033614747	0.925844937374159	0	1	0	0	0	0	0	0	FALSE
TMEM169	-0.0541521008403461	0.0943303179657157	0	1	0	0	0	0	0	0	FALSE
TMEM17	-0.01522166419005	0.802374289032692	0	1	0	0	0	0	0	0	FALSE
TMEM170A	0.0331781512604961	0.199764523736044	0	1	0	0	0	0	0	0	FALSE
TMEM170A	-0.0468310924369799	0.324093243266491	0	1	0	0	0	0	0	0	FALSE
TMEM170A	0.0090663865546059	0.888809491425976	0	1	0	0	0	0	0	0	FALSE
TMEM170B	0.0370487394957966	0.845784395174643	0	1	0	0	0	0	0	0	FALSE
TMEM171	-0.0332065607211494	0.113604165819426	0	1	0	0	0	0	0	0	FALSE
TMEM171	0.00252289991595855	0.824005789043802	0	1	0	0	0	0	0	0	FALSE
TMEM174	0.0421352941176378	0.270023587765819	0	1	0	0	0	0	0	0	FALSE
TMEM174	0.0195122476470502	0.484819951480881	0	1	0	0	0	0	0	0	FALSE
TMEM174	-0.0209085296638758	0.491640600918171	0	1	0	0	0	0	0	0	FALSE
TMEM175	0.0943453781512407	0.00853921324057291	0	1	0	0	0	0	0	0	FALSE
TMEM176A	0.173270588235287	0.131950804911144	0	1	0	0	0	0	0	0	FALSE
TMEM176B	0.336339495798315	0.101054933731007	0	1	0	0	0	0	0	0	FALSE
TMEM176B	0.0601857142856961	0.343725464078018	0	1	0	0	0	0	0	0	FALSE
TMEM177	0.0793806722688988	0.185874715025097	0	1	0	0	0	0	0	0	FALSE
TMEM177	0.00936302521006205	0.658196957647556	0	1	0	0	0	0	0	0	FALSE
TMEM178A	0.0672731092436889	0.313713178866951	0	1	0	0	0	0	0	0	FALSE
TMEM178B	0.0401983193277227	0.154306504453024	0	1	0	0	0	0	0	0	FALSE
TMEM178B	0.0281773109243577	0.327633776643152	0	1	0	0	0	0	0	0	FALSE
TMEM178B	0.0202781512604959	0.559915358516254	0	1	0	0	0	0	0	0	FALSE
TMEM179	0.0605117647058719	0.025211902044497	0	1	0	0	0	0	0	0	FALSE
TMEM18	0.0473781512604958	0.202885990705698	0	1	0	0	0	0	0	0	FALSE
TMEM18	0.0537184873949457	0.285171367040263	0	1	0	0	0	0	0	0	FALSE
TMEM181	-0.0294831932773363	0.65444873081972	0	1	0	0	0	0	0	0	FALSE
TMEM182	0.0288556231321424	0.254588999095129	0	1	0	0	0	0	0	0	FALSE
TMEM182	0.0347109243697359	0.417678706658574	0	1	0	0	0	0	0	0	FALSE
TMEM182	0.035393277310912	0.41904362870297	0	1	0	0	0	0	0	0	FALSE
TMEM182	0.0246540557777131	0.465816576233532	0	1	0	0	0	0	0	0	FALSE
TMEM184A	0.0447714285714138	0.157115061333281	0	1	0	0	0	0	0	0	FALSE
TMEM184A	0.058972447364896	0.32584564398245	0	1	0	0	0	0	0	0	FALSE
TMEM184B	-0.0446600311215093	0.346999588698486	0	1	0	0	0	0	0	0	FALSE
TMEM184C	0.028676470588227	0.57600329028392	0	1	0	0	0	0	0	0	FALSE
TMEM185A	-0.0239861178269702	0.488166981433838	0	1	0	0	0	0	0	0	FALSE
TMEM185A	-0.0232487394957976	0.655434862001785	0	1	0	0	0	0	0	0	FALSE
TMEM185A	-0.00282773109244339	0.859860454591497	0	1	0	0	0	0	0	0	FALSE
TMEM185B	-0.0350840336134608	0.44166012208006	0	1	0	0	0	0	0	0	FALSE
TMEM185B	0.0115521008403299	0.88149348541975	0	1	0	0	0	0	0	0	FALSE
TMEM186	-0.00226918443973645	0.958841789972593	0	1	0	0	0	0	0	0	FALSE
TMEM187	0.0674220246585229	0.119240327732442	0	1	0	0	0	0	0	0	FALSE
TMEM19	-0.056533613445394	0.417766190197835	0	1	0	0	0	0	0	0	FALSE
TMEM19	-0.0116806722689153	0.661971179346023	0	1	0	0	0	0	0	0	FALSE
TMEM19	0.00709159663863801	0.855341926512361	0	1	0	0	0	0	0	0	FALSE
TMEM19	0.00593613445376917	0.921143810319759	0	1	0	0	0	0	0	0	FALSE
TMEM190	0.0524922059859003	0.0978944082340104	0	1	0	0	0	0	0	0	FALSE
TMEM191A	0.0539621848739342	0.130007469071324	0	1	0	0	0	0	0	0	FALSE
TMEM192	0.0143361344537727	0.791517690937392	0	1	0	0	0	0	0	0	FALSE
TMEM196	0.0331949579831896	0.101238944502613	0	1	0	0	0	0	0	0	FALSE
TMEM196	0.00726533855709999	0.776886535361116	0	1	0	0	0	0	0	0	FALSE
TMEM198	0.0439414742857069	0.192774409456123	0	1	0	0	0	0	0	0	FALSE
TMEM198	-0.0197823529411849	0.551478909704961	0	1	0	0	0	0	0	0	FALSE
TMEM198B	-0.041105882352948	0.411623892997056	0	1	0	0	0	0	0	0	FALSE
TMEM198B	0.0226673238886637	0.513179156692458	0	1	0	0	0	0	0	0	FALSE
TMEM200A	0.00717226890755551	0.905223140953919	0	1	0	0	0	0	0	0	FALSE
TMEM200C	0.0205781512605014	0.321344382645808	0	1	0	0	0	0	0	0	FALSE
TMEM200C	0.0010638655462154	0.953476729031669	0	1	0	0	0	0	0	0	FALSE
TMEM201	-0.00660168067228106	0.828564129051794	0	1	0	0	0	0	0	0	FALSE
TMEM201	-0.00573697478992763	0.889793844393798	0	1	0	0	0	0	0	0	FALSE
TMEM203	-0.0385546218487551	0.531482880386145	0	1	0	0	0	0	0	0	FALSE
TMEM204	0.0158344537815065	0.646142397988185	0	1	4.71527065500193e-17	0	0	0.000348472528750374	0.000848325763860603	0	FALSE
TMEM204	-0.23399915966388	0.0280563602832738	0	1	4.71527065500193e-17	0	0	0.000348472528750374	0.000848325763860603	0	FALSE
TMEM204	0.0203512605041869	0.421952510833756	0	1	4.71527065500193e-17	0	0	0.000348472528750374	0.000848325763860603	0	FALSE
TMEM205	0.0388705882352838	0.557103382481118	0	1	0	0	0	0	0	0	FALSE
TMEM207	-0.0203226890756438	0.276444786153422	0	1	0	0	0	0	0	0	FALSE
TMEM208	0.0182142857142704	0.698620447750142	0	1	0	0	0	0	0	0	FALSE
TMEM209	0.0111857142856975	0.731446648452796	0	1	0	0	0	0	0	0	FALSE
TMEM209	0.0194966386554523	0.830050617963896	0	1	0	0	0	0	0	0	FALSE
TMEM212	-0.00248849630252046	0.934821235338033	0	1	0	0	0	0	0	0	FALSE
TMEM213	0.060485136890744	0.0466038501307874	0	1	0	0	0	0	0	0	FALSE
TMEM213	0.025421521680669	0.161607470010389	0	1	0	0	0	0	0	0	FALSE
TMEM214	-0.0175806722689043	0.604957328520526	0	1	0	0	0	0	0	0	FALSE
TMEM216	0.00807647058821992	0.88588848553933	0	1	0	0	0	0	0	0	FALSE
TMEM217	0.0804579831932646	0.0540171600801275	0	1	0	0	0	0	0	0	FALSE
TMEM218	-0.0425495798319435	0.183982585611494	0	1	0	0	0	0	0	0	FALSE
TMEM218	-0.0651386554621958	0.193652275247637	0	1	0	0	0	0	0	0	FALSE
TMEM218	-0.0237781512605189	0.670240221170339	0	1	0	0	0	0	0	0	FALSE
TMEM219	-0.0442949579832153	0.346458920365747	0	1	0	0	0	0	0	0	FALSE
TMEM219	-0.0241764705882428	0.584437233104762	0	1	0	0	0	0	0	0	FALSE
TMEM220	0.0201949579831862	0.790474925144995	0	1	0	0	0	0	0	0	FALSE
TMEM221	-0.0290654263093257	0.128589254300727	0	1	0	0	0	0	0	0	FALSE
TMEM221	0.0212075630251958	0.493815107507423	0	1	0	0	0	0	0	0	FALSE
TMEM222	0.0150941176470401	0.618358927650534	0	1	0	0	0	0	0	0	FALSE
TMEM222	-0.00427916033613762	0.857641779386355	0	1	0	0	0	0	0	0	FALSE
TMEM223	-0.0527504201680831	0.151237881048841	0	1	0	0	0	0	0	0	FALSE
TMEM223	-0.0328495798319421	0.184289479843347	0	1	0	0	0	0	0	0	FALSE
TMEM225	-0.0155599749579931	0.424379920204628	0	1	0	0	0	0	0	0	FALSE
TMEM225B	0.0227890756302447	0.449580280022574	0	1	0	0	0	0	0	0	FALSE
TMEM229B	0.0759361344537686	0.031056665307125	0	1	0	0	0	0	0	0	FALSE
TMEM229B	-0.0487576385867374	0.0875784584731352	0	1	0	0	0	0	0	0	FALSE
TMEM229B	-0.040581512605053	0.44721336045735	0	1	0	0	0	0	0	0	FALSE
TMEM230	-0.0312697478991897	0.636280291873432	0	1	0	0	0	0	0	0	FALSE
TMEM230	-0.022680672268919	0.656675933755899	0	1	0	0	0	0	0	0	FALSE
TMEM231	0.0614564921848642	0.187682735613175	0	1	0	0	0	0	0	0	FALSE
TMEM232	-0.0121741770588288	0.239919400022793	0	1	0	0	0	0	0	0	FALSE
TMEM232	0.00653462041632746	0.780503759712118	0	1	0	0	0	0	0	0	FALSE
TMEM232	0.00130957421435163	0.947613206910363	0	1	0	0	0	0	0	0	FALSE
TMEM234	-0.0228924369748018	0.362344368052444	0	1	0	0	0	0	0	0	FALSE
TMEM234	0.0555487394957925	0.253743175848824	0	1	0	0	0	0	0	0	FALSE
TMEM234	0.0332554621848677	0.312837953281056	0	1	0	0	0	0	0	0	FALSE
TMEM234	0.0197815126050322	0.508845164066663	0	1	0	0	0	0	0	0	FALSE
TMEM235	-0.0384607260668997	0.119775447223312	0	1	0	0	0	0	0	0	FALSE
TMEM237	0.030928571428559	0.420901162697517	0	1	0	0	0	0	0	0	FALSE
TMEM237	-0.000414805199459245	0.992615032551399	0	1	0	0	0	0	0	0	FALSE
TMEM238	0.113457983193272	0.000131608877450252	0	1	0	0	0	0	0	0	FALSE
TMEM238L	0.0446546386554525	0.275625449146546	0	1	0	0	0	0	0	0	FALSE
TMEM238L	-0.00300168067227435	0.919682242222826	0	1	0	0	0	0	0	0	FALSE
TMEM239	0.0684652995541475	0.0954796982188704	0	1	0	0	0	0	0	0	FALSE
TMEM239	0.0374534566885343	0.119686853103909	0	1	0	0	0	0	0	0	FALSE
TMEM241	-0.0576261236974887	0.13984043842775	0	1	0	0	0	0	0	0	FALSE
TMEM241	-0.0109924369747922	0.774784087583496	0	1	0	0	0	0	0	0	FALSE
TMEM242	0.0333117647058767	0.037948195547338	0	1	0	0	0	0	0	0	FALSE
TMEM242	0.0198865546218467	0.601548322949586	0	1	0	0	0	0	0	0	FALSE
TMEM242	0.0182907563025259	0.700256420172391	0	1	0	0	0	0	0	0	FALSE
TMEM242	0.00685210084033194	0.824358984709718	0	1	0	0	0	0	0	0	FALSE
TMEM243	-0.123695732042716	0.249650612452882	0	1	0	0	0	0	0	0	FALSE
TMEM245	0.0236773109243487	0.690977883267686	0	1	0	0	0	0	0	0	FALSE
TMEM245	-0.00551260504203022	0.803854960341179	0	1	0	0	0	0	0	0	FALSE
TMEM245	-0.00889159663867112	0.898636119992432	0	1	0	0	0	0	0	0	FALSE
TMEM245	0.00765546218486257	0.89987387877523	0	1	0	0	0	0	0	0	FALSE
TMEM245	-0.0061689075630369	0.908473915332988	0	1	0	0	0	0	0	0	FALSE
TMEM248	-0.0102588235294263	0.858874763560787	0	1	0	0	0	0	0	0	FALSE
TMEM248	-0.00790252100841649	0.879123013506341	0	1	0	0	0	0	0	0	FALSE
TMEM25	0.0233243697478702	0.523668527687508	0	1	0	0	0	0	0	0	FALSE
TMEM25	0.0464210084033549	0.347469331355169	0	1	0	0	0	0	0	0	FALSE
TMEM250	-0.099554621848748	0.0509843897168485	0	1	0	0	0	0	0	0	FALSE
TMEM251	-0.10330937887807	0.318195787236971	0	1	0	0	0	0	0	0	FALSE
TMEM252	-0.0153343479364523	0.545743356345799	0	1	0	0	0	0	0	0	FALSE
TMEM252-DT	-0.0202584098726746	0.439537131696339	0	1	0	0	0	0	0	0	FALSE
TMEM253	0.0529104097186508	0.177438818820653	0	1	0	0	0	0	0	0	FALSE
TMEM254	0.0412386554621698	0.214829473993345	0	1	0	0	0	0	0	0	FALSE
TMEM254	0.0194941176470493	0.684317555869461	0	1	0	0	0	0	0	0	FALSE
TMEM254-AS1	0.0368336134453644	0.180885242376414	0	1	0	0	0	0	0	0	FALSE
TMEM255A	-0.13046554621849	0.165869802384743	0	1	0	0	0	0	0	0	FALSE
TMEM255B	0.0828436974789852	0.0728031370242131	0	1	0	0	0	0	0	0	FALSE
TMEM256	0.0100504201680565	0.804859857267712	0	1	0	0	0	0	0	0	FALSE
TMEM258	-0.00118151260506316	0.987343748585428	0	1	0	0	0	0	0	0	FALSE
TMEM259	0.0845689226890647	0.254480614055159	0	1	0	0	0	0	0	0	FALSE
TMEM259	0.0440865546218454	0.316541508694854	0	1	0	0	0	0	0	0	FALSE
TMEM259	0.0322309251935025	0.495423593878699	0	1	0	0	0	0	0	0	FALSE
TMEM259	0.00921092436973847	0.725804631902089	0	1	0	0	0	0	0	0	FALSE
TMEM259	0.00743448588234585	0.904545360852345	0	1	0	0	0	0	0	0	FALSE
TMEM259	0.00243200314281999	0.963793591327804	0	1	0	0	0	0	0	0	FALSE
TMEM26	-0.011662028335488	0.590697587365982	0	1	0	0	0	0	0	0	FALSE
TMEM26-AS1	0.024097225295586	0.399512802572486	0	1	0	0	0	0	0	0	FALSE
TMEM26-AS1	0.0110133076783745	0.695571813143609	0	1	0	0	0	0	0	0	FALSE
TMEM260	0.0626033613445269	0.169625915433092	0	1	0	0	0	0	0	0	FALSE
TMEM260	-0.0130378151260633	0.860374785695754	0	1	0	0	0	0	0	0	FALSE
TMEM263	0.0207228253781437	0.328540550503739	0	1	0	0	0	0	0	0	FALSE
TMEM263	-0.0274033613445415	0.859111655136691	0	1	0	0	0	0	0	0	FALSE
TMEM263	0.0041386554621754	0.885795940519659	0	1	0	0	0	0	0	0	FALSE
TMEM266	-0.0220123671692143	0.288865811060466	0	1	0	0	0	0	0	0	FALSE
TMEM267	-0.0357075110876011	0.714711638299031	0	1	0	0	0	0	0	0	FALSE
TMEM267	-0.0347697478991744	0.736398195099886	0	1	0	0	0	0	0	0	FALSE
TMEM267	-0.0209554621848866	0.77583013526295	0	1	0	0	0	0	0	0	FALSE
TMEM268	-0.17062689075631	0.0501138851280433	0	1	0	0	0	0	0	0	FALSE
TMEM270	0.0388546218487269	0.203959004028448	0	1	0	0	0	0	0	0	FALSE
TMEM272	0.0575242863251963	0.112849632588436	0	1	0	0	0	0	0	0	FALSE
TMEM273	-0.0475905177711935	0.173988720775735	0	1	0	0	0	0	0	0	FALSE
TMEM273	0.117559663865531	0.438234238281986	0	1	0	0	0	0	0	0	FALSE
TMEM30A	-0.100610552268934	0.172383622335428	0	1	0	0	0	0	0	0	FALSE
TMEM30A	-0.106061344537832	0.232022657299684	0	1	0	0	0	0	0	0	FALSE
TMEM30A	-0.0117823529411965	0.861809305515649	0	1	0	0	0	0	0	0	FALSE
TMEM30B	0.0990789915966284	0.0389371709296837	0	1	0	0	0	0	0	0	FALSE
TMEM30B	-0.0618041755076115	0.0655195150953168	0	1	0	0	0	0	0	0	FALSE
TMEM31	-0.02486974789917	0.552628866145533	0	1	0	0	0	0	0	0	FALSE
TMEM33	-0.069667226890763	0.336007824962239	0	1	0	0	0	0	0	0	FALSE
TMEM33	-0.00692773109246048	0.918993138929025	0	1	0	0	0	0	0	0	FALSE
TMEM33	-0.00465798319327781	0.934369393568943	0	1	0	0	0	0	0	0	FALSE
TMEM33	-0.00515294117647347	0.953649276039378	0	1	0	0	0	0	0	0	FALSE
TMEM33	-0.000469747899169093	0.992886577594852	0	1	0	0	0	0	0	0	FALSE
TMEM35A	-0.0316873949579879	0.0850028868398504	0	1	0	0	0	0	0	0	FALSE
TMEM37	0.0105297917389038	0.696688741950331	0	1	0	0	0	0	0	0	FALSE
TMEM37	-0.00873445378152393	0.809884892540017	0	1	0	0	0	0	0	0	FALSE
TMEM37	0.0758192089915877	0.200794535333361	0	1	0	0	0	0	0	0	FALSE
TMEM37	-0.0249509986013763	0.413287147754866	0	1	0	0	0	0	0	0	FALSE
TMEM38A	0.0210235294117593	0.566854686382574	0	1	0	0	0	0	0	0	FALSE
TMEM38B	-0.0545915966386721	0.666187433276306	0	1	0	0	0	0	0	0	FALSE
TMEM38B	0.0270243697478811	0.738284704237969	0	1	0	0	0	0	0	0	FALSE
TMEM38B	-0.0111126050420181	0.922065999648271	0	1	0	0	0	0	0	0	FALSE
TMEM39A	-0.00617058823529959	0.92936516842122	0	1	0	0	0	0	0	0	FALSE
TMEM39A	0.000404201680655802	0.991820870701253	0	1	0	0	0	0	0	0	FALSE
TMEM39A	-0.0318455110924489	0.428514251129399	0	1	0	0	0	0	0	0	FALSE
TMEM39A	0.0156223668067206	0.600403386132839	0	1	0	0	0	0	0	0	FALSE
TMEM39B	-0.118162184873961	0.0272617344709036	0	1	0	0	0	0	0	0	FALSE
TMEM40	-0.0189344537815233	0.542025318957403	0	1	0	0	0	0	0	0	FALSE
TMEM40	0.028908403361334	0.564467936409287	0	1	0	0	0	0	0	0	FALSE
TMEM41A	0.0175991596638561	0.623127249521678	0	1	0	0	0	0	0	0	FALSE
TMEM41A	-0.00862689075632161	0.806968267906211	0	1	0	0	0	0	0	0	FALSE
TMEM41B	-0.0489133532513506	0.426321967484566	0	1	0	0	0	0	0	0	FALSE
TMEM41B	0.00109741379104555	0.982902999900673	0	1	0	0	0	0	0	0	FALSE
TMEM42	0.01397983193276	0.713457999739121	0	1	0	0	0	0	0	0	FALSE
TMEM43	-0.0416243697479004	0.528368886709328	0	1	0	0	0	0	0	0	FALSE
TMEM43	-0.0210495798319466	0.803991729385561	0	1	0	0	0	0	0	0	FALSE
TMEM43	-0.0135411764705982	0.80897813220525	0	1	0	0	0	0	0	0	FALSE
TMEM43	0.000176470588225897	0.995277585742192	0	1	0	0	0	0	0	0	FALSE
TMEM44	0.077447058823517	0.314268896133076	0	1	0	0	0	0	0	0	FALSE
TMEM44	0.0309857395654056	0.618540195636022	0	1	0	0	0	0	0	0	FALSE
TMEM44-AS1	-0.0390890756302626	0.245106666599039	0	1	0	0	0	0	0	0	FALSE
TMEM45A	0.0173647058823478	0.805926174661432	0	1	0	0	0	0	0	0	FALSE
TMEM45B	0.0669109243697417	0.102300086569046	0	1	0	0	0	0	0	0	FALSE
TMEM45B	-0.00558319327732093	0.757148617310163	0	1	0	0	0	0	0	0	FALSE
TMEM47	-0.0215511204529335	0.199119805634001	0	1	0	0	0	0	0	0	FALSE
TMEM47	-0.00661556607629787	0.669304845123991	0	1	0	0	0	0	0	0	FALSE
TMEM50A	0.0262871890756173	0.61520521691599	0	1	0	0	0	0	0	0	FALSE
TMEM50A	0.00847142857141669	0.878896517935313	0	1	0	0	0	0	0	0	FALSE
TMEM50B	0.0547025210083962	0.343478303016664	0	1	0	0	0	0	0	0	FALSE
TMEM50B	0.0352336134453708	0.51085348542978	0	1	0	0	0	0	0	0	FALSE
TMEM50B	-0.0336823529411863	0.611312816043753	0	1	0	0	0	0	0	0	FALSE
TMEM50B	-0.00457899159664965	0.889635908557092	0	1	0	0	0	0	0	0	FALSE
TMEM50B	0.0477453781512498	0.342199633567265	0	1	0	0	0	0	0	0	FALSE
TMEM51	0.0190310924369603	0.683819524614055	0	1	0	0	0	0	0	0	FALSE
TMEM51-AS1	0.0613142857142677	0.0385861389230343	0	1	0	0	0	0	0	0	FALSE
TMEM51-AS1	0.0154932773109167	0.651851197459804	0	1	0	0	0	0	0	0	FALSE
TMEM52	0.0525588235293979	0.0770560924940446	0	1	0	0	0	0	0	0	FALSE
